face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
detected_faces\854_face0.jpg,East Asian,Asian,Female,20-29,"[0.11202823 0.00180751 0.1503057  0.47619247 0.17766468 0.02024618
 0.06175519]",[2.1686931e-01 3.3527485e-04 7.7886045e-01 3.9349971e-03],[0.0378805 0.9621195],"[2.2195114e-05 4.6232631e-03 9.9647075e-02 5.4284739e-01 3.0875623e-01
 3.9981399e-02 3.7542463e-03 3.4198991e-04 2.6193769e-05]"
detected_faces\855_face0.jpg,Indian,Indian,Male,20-29,"[4.2524200e-02 9.4164327e-02 1.3623440e-01 1.2739582e-04 1.2472371e-03
 6.0886264e-01 1.1683982e-01]",[0.0867077  0.17530373 0.01379883 0.72418976],[9.9997216e-01 2.7829090e-05],"[2.1429904e-07 4.1177150e-06 4.6565617e-03 5.4539949e-01 4.1785991e-01
 3.1089047e-02 9.4712334e-04 4.2012813e-05 1.5292457e-06]"
detected_faces\856_face0.jpg,Middle Eastern,White,Male,40-49,"[6.2667765e-02 3.1389292e-05 2.1868063e-02 4.0834835e-05 9.2599323e-05
 9.1426736e-03 9.0615666e-01]",[9.8800117e-01 7.8496640e-05 7.6762598e-04 1.1152731e-02],[9.9999005e-01 9.9645995e-06],"[6.1705518e-06 5.1300445e-05 4.9086596e-04 3.9802391e-02 4.2174566e-01
 5.1623374e-01 2.1413075e-02 2.5093739e-04 5.9182744e-06]"
detected_faces\858_face0.jpg,Southeast Asian,Asian,Male,30-39,"[0.01419587 0.00206927 0.24948102 0.2765829  0.43422556 0.01012038
 0.01332502]",[0.02390921 0.00948235 0.93968    0.02692844],[9.9994320e-01 5.6792793e-05],"[2.86852128e-06 1.14772247e-05 1.87397061e-03 1.13249384e-01
 5.46119630e-01 3.10464293e-01 2.70759054e-02 1.18528190e-03
 1.73342250e-05]"
detected_faces\859_face0.jpg,Latino_Hispanic,White,Male,20-29,"[0.22226816 0.00085471 0.53759825 0.06758001 0.04485416 0.00916689
 0.1176779 ]",[9.6522415e-01 5.8834736e-05 3.2214947e-02 2.5020051e-03],[0.99731565 0.00268436],"[1.1777849e-05 4.9094803e-04 5.3640097e-02 4.9856171e-01 3.9854813e-01
 4.6655770e-02 1.9557406e-03 1.3073139e-04 5.1925208e-06]"
detected_faces\85_face0.jpg,White,White,Female,20-29,"[0.7249148  0.00350623 0.14572695 0.0207455  0.01449244 0.00118348
 0.08943072]",[0.92708373 0.00358396 0.06088577 0.0084465 ],[4.2835618e-05 9.9995714e-01],"[8.07017244e-08 1.09524044e-04 7.10914880e-02 6.89152420e-01
 2.33004823e-01 6.59370562e-03 4.68633880e-05 1.03107152e-06
 2.26762520e-08]"
detected_faces\860_face0.jpg,Middle Eastern,White,Male,30-39,"[2.9922793e-02 2.0448701e-05 3.9715115e-03 4.2204669e-05 1.2774894e-04
 1.6758454e-03 9.6423942e-01]",[9.2473912e-01 5.5320194e-04 2.9208282e-02 4.5499362e-02],[0.9960761  0.00392394],"[4.8482798e-05 1.3245799e-03 5.5014409e-02 3.7408966e-01 4.2208624e-01
 1.4094396e-01 6.0786325e-03 3.8579301e-04 2.8269105e-05]"
detected_faces\861_face0.jpg,Indian,Indian,Male,10-19,"[1.29539175e-02 2.63007283e-02 2.79765502e-02 1.74309698e-05
 1.11014182e-04 9.25942659e-01 6.69760071e-03]",[2.1395183e-04 5.5362443e-03 2.6991740e-05 9.9422276e-01],[0.99882305 0.00117696],"[6.9316222e-05 2.8180489e-02 3.9318514e-01 3.1565219e-01 2.2901517e-01
 3.2868270e-02 9.9212921e-04 3.5890123e-05 1.4385281e-06]"
detected_faces\862_face0.jpg,White,White,Male,20-29,"[0.45813882 0.00615712 0.23780145 0.00139271 0.00279859 0.00249823
 0.291213  ]",[0.86959046 0.04485294 0.01316248 0.07239413],[0.9895774  0.01042258],"[5.2914752e-06 8.1702246e-04 4.8503418e-02 5.8502430e-01 3.5254332e-01
 1.2879861e-02 2.1720574e-04 9.0408530e-06 4.9058775e-07]"
detected_faces\863_face0.jpg,Indian,Indian,Female,50-59,"[8.8428776e-04 1.6363060e-02 4.1255699e-03 4.6298496e-04 4.7100103e-03
 9.7286677e-01 5.8727741e-04]",[2.7358643e-05 3.3488150e-03 1.8778646e-04 9.9643600e-01],[0.00781212 0.9921879 ],"[1.6748416e-04 1.0565376e-03 1.2892591e-03 2.0732062e-03 4.1630793e-02
 2.5508752e-01 4.5891723e-01 2.1348648e-01 2.6291536e-02]"
detected_faces\864_face0.jpg,East Asian,Asian,Female,30-39,"[2.2050361e-03 7.7613746e-05 5.3836661e-03 9.5120579e-01 3.9185897e-02
 1.4224232e-04 1.7997682e-03]",[2.8538215e-03 2.1330520e-04 9.9665880e-01 2.7407485e-04],[0.01053282 0.9894672 ],"[1.5527416e-05 1.8635653e-04 2.9998501e-03 7.0921361e-02 4.0012175e-01
 3.7181333e-01 1.3274147e-01 2.0840207e-02 3.6016986e-04]"
detected_faces\865_face0.jpg,Black,Black,Male,10-19,"[3.3156077e-05 9.9936336e-01 1.7674592e-04 2.9038301e-05 3.0391151e-04
 9.0631540e-05 3.1458969e-06]",[1.6295738e-04 9.9910003e-01 5.5097416e-04 1.8604647e-04],[9.9962902e-01 3.7094226e-04],"[4.7539550e-05 2.1905550e-01 7.3773998e-01 3.7835129e-02 4.6305568e-03
 6.4720283e-04 3.9175422e-05 3.8546841e-06 1.0278134e-06]"
detected_faces\866_face0.jpg,White,White,Female,20-29,"[4.9244863e-01 4.7419057e-05 1.5934989e-02 1.1555900e-04 2.0064032e-04
 6.6145686e-03 4.8463824e-01]",[0.6557961  0.003331   0.00251251 0.3383604 ],[0.15286872 0.84713125],"[7.7389672e-07 9.5570409e-05 2.6707053e-02 6.6102850e-01 2.8506964e-01
 2.5892805e-02 1.1428904e-03 6.0309696e-05 2.5139932e-06]"
detected_faces\868_face0.jpg,Indian,Indian,Male,3-9,"[4.4564300e-04 7.6457359e-02 2.3432689e-02 3.3513596e-04 1.0206993e-02
 8.8793927e-01 1.1828946e-03]",[1.8633722e-04 4.4903841e-02 3.3346529e-03 9.5157516e-01],[0.50634307 0.49365696],"[1.9666810e-01 7.9747456e-01 5.2520256e-03 2.8533814e-04 1.9248518e-04
 9.8987577e-05 1.7908915e-05 8.6778073e-06 1.9766917e-06]"
detected_faces\869_face0.jpg,Middle Eastern,Indian,Female,30-39,"[1.1719287e-02 1.7458957e-04 7.4394681e-02 4.9302931e-04 4.3960111e-03
 3.7687322e-01 5.3194916e-01]",[0.01431795 0.00198864 0.00229062 0.98140275],[9.413889e-04 9.990586e-01],"[3.7036518e-08 5.5721125e-06 3.9947145e-03 4.3877041e-01 4.9633470e-01
 5.9021901e-02 1.8158829e-03 5.5415640e-05 1.3185214e-06]"
detected_faces\86_face0.jpg,Black,Black,Female,20-29,"[2.4501255e-04 9.1241789e-01 1.6405040e-03 7.5844341e-06 6.3679268e-05
 8.5541725e-02 8.3522253e-05]",[4.48863575e-04 9.52213287e-01 1.14451854e-04 4.72233705e-02],[0.01781081 0.98218924],"[1.6305025e-04 5.8022509e-03 3.9306812e-02 5.4420251e-01 3.5395777e-01
 5.0476961e-02 5.7672719e-03 3.0386099e-04 1.9498701e-05]"
detected_faces\870_face0.jpg,Black,Black,Female,20-29,"[0.0076477  0.8743564  0.09693324 0.00263287 0.01041993 0.00328866
 0.00472118]",[0.00306166 0.97456914 0.02002866 0.00234052],[0.12858298 0.871417  ],"[2.4624411e-05 4.9785818e-03 1.7693073e-01 5.5559862e-01 2.3055914e-01
 2.9898543e-02 1.8910726e-03 1.1317602e-04 5.5410887e-06]"
detected_faces\871_face0.jpg,Southeast Asian,Asian,Female,10-19,"[1.0345789e-03 5.5439533e-03 1.2687077e-02 2.8324971e-01 6.9392365e-01
 3.4562186e-03 1.0476766e-04]",[3.0257431e-04 1.1054943e-02 9.8775548e-01 8.8699569e-04],[0.0023588 0.9976412],"[1.7603222e-04 3.0143309e-01 5.1187408e-01 1.4386585e-01 3.6167767e-02
 5.1785707e-03 1.0409228e-03 2.2868559e-04 3.4925084e-05]"
detected_faces\872_face0.jpg,Latino_Hispanic,White,Female,20-29,"[0.22704689 0.0106372  0.4734647  0.00428718 0.00690683 0.01395731
 0.26369998]",[0.52522564 0.1636068  0.02592513 0.28524253],[0.0031811 0.9968189],"[1.7288788e-07 2.6905537e-04 9.1346897e-02 7.5225854e-01 1.5370138e-01
 2.4016651e-03 2.1614087e-05 6.9807436e-07 1.8863599e-08]"
detected_faces\873_face0.jpg,Southeast Asian,Asian,Female,20-29,"[5.2587467e-04 3.5623208e-02 3.5580631e-02 1.4463364e-01 7.7858180e-01
 4.8769293e-03 1.7793586e-04]",[5.0723762e-04 3.1236513e-02 9.6503055e-01 3.2256392e-03],[0.02135778 0.9786422 ],"[2.4774846e-07 8.1254728e-04 2.9893982e-01 6.8003190e-01 2.0023473e-02
 1.9073751e-04 1.1414088e-06 7.2174998e-08 2.6724789e-09]"
detected_faces\874_face0.jpg,Latino_Hispanic,White,Female,20-29,"[0.44694847 0.00147716 0.48381954 0.0012387  0.00535934 0.01513935
 0.04601731]",[9.6352261e-01 3.3731544e-03 6.1360671e-04 3.2490637e-02],[4.4307308e-04 9.9955696e-01],"[8.8741041e-07 2.0773544e-03 3.3705392e-01 5.9999549e-01 5.7636861e-02
 3.2177859e-03 1.6829688e-05 7.5363329e-07 6.8102530e-08]"
detected_faces\875_face0.jpg,Latino_Hispanic,Asian,Female,20-29,"[0.02167263 0.32004747 0.5573123  0.00996395 0.01957725 0.05029261
 0.02113378]",[0.01668103 0.28973094 0.5719322  0.1216558 ],[8.9869654e-04 9.9910134e-01],"[2.0486993e-07 4.4547774e-05 1.3356872e-02 5.6353861e-01 3.9480561e-01
 2.7079904e-02 1.1265568e-03 4.6695779e-05 9.3223900e-07]"
detected_faces\876_face0.jpg,Southeast Asian,Asian,Male,3-9,"[2.2973896e-03 2.8985891e-02 3.0834405e-02 2.0123760e-01 7.2056520e-01
 1.5768824e-02 3.1074893e-04]",[6.4588722e-04 4.7547866e-02 8.9786696e-01 5.3939287e-02],[0.5839629  0.41603714],"[5.5260789e-02 8.9473540e-01 4.2471576e-02 4.0285424e-03 2.2446208e-03
 8.8915625e-04 2.3227185e-04 9.1262074e-05 4.6375579e-05]"
detected_faces\877_face0.jpg,East Asian,Asian,Female,20-29,"[3.6906305e-04 2.5057972e-05 2.0661955e-03 6.6594237e-01 3.3120653e-01
 2.7938464e-04 1.1125956e-04]",[3.2744039e-04 1.5097957e-05 9.9956292e-01 9.4444113e-05],[1.2797039e-04 9.9987203e-01],"[1.56365118e-07 5.31529426e-04 1.16022505e-01 8.17014575e-01
 6.56111464e-02 8.16642307e-04 3.31071101e-06 1.20335926e-07
 2.88446844e-09]"
detected_faces\878_face0.jpg,Black,Black,Male,3-9,"[2.0265320e-04 9.9502313e-01 2.4663212e-03 5.6736835e-06 4.3346892e-05
 1.8495492e-03 4.0931883e-04]",[1.1441869e-04 9.9669522e-01 6.6373890e-05 3.1239733e-03],[0.9085404  0.09145956],"[2.4066541e-04 5.3241289e-01 4.5464012e-01 1.1681383e-02 9.0787542e-04
 1.1233795e-04 4.3853884e-06 3.6088193e-07 4.8353570e-08]"
detected_faces\879_face0.jpg,Latino_Hispanic,White,Male,20-29,"[0.14648661 0.11023466 0.45173237 0.00109097 0.0072846  0.17361808
 0.10955272]",[0.40159217 0.10439881 0.10755721 0.38645175],[0.99807465 0.00192528],"[3.0060469e-06 6.5319873e-05 1.7417191e-02 4.9197537e-01 4.4799507e-01
 4.1049138e-02 1.4566267e-03 3.7310077e-05 9.9060867e-07]"
detected_faces\87_face0.jpg,Black,Black,Male,3-9,"[3.6285049e-03 9.7931755e-01 8.8368785e-03 2.9358632e-04 2.6791918e-03
 3.2959627e-03 1.9484251e-03]",[2.2715308e-04 9.9730706e-01 2.3818402e-04 2.2276170e-03],[0.8861059  0.11389405],"[3.7626745e-03 4.9580348e-01 3.9635313e-01 6.1567333e-02 3.2003265e-02
 8.7309349e-03 1.5512112e-03 1.8835267e-04 3.9668270e-05]"
detected_faces\881_face0.jpg,East Asian,Asian,Female,40-49,"[1.4858994e-03 1.6455620e-05 5.2262418e-04 9.6189642e-01 3.5610080e-02
 3.7801579e-05 4.3084324e-04]",[9.0214834e-03 4.6891113e-05 9.9088764e-01 4.3967251e-05],[0.1307065  0.86929345],"[5.2296559e-06 1.5734571e-05 3.7155836e-04 2.3864556e-02 1.7535795e-01
 4.2988843e-01 2.9366866e-01 7.3212542e-02 3.6154306e-03]"
detected_faces\882_face0.jpg,Middle Eastern,White,Female,40-49,"[3.9517790e-01 3.8762428e-05 1.5632458e-02 2.1521430e-02 2.1855943e-03
 4.3048896e-04 5.6501341e-01]",[0.97047424 0.00139385 0.01830204 0.0098299 ],[0.08215175 0.9178482 ],"[2.1578033e-05 1.3376382e-03 5.1882640e-02 1.7666636e-01 2.7969027e-01
 3.0867770e-01 1.4377537e-01 3.4611635e-02 3.3368308e-03]"
detected_faces\883_face0.jpg,Black,Black,Female,40-49,"[0.04994915 0.4584347  0.41838923 0.00049207 0.00309659 0.04207194
 0.02756643]",[0.0039764  0.98025984 0.00211743 0.01364633],[0.07118678 0.9288132 ],"[9.0827642e-05 1.6759362e-03 2.5650704e-02 5.2659821e-02 2.3172654e-01
 3.4610566e-01 2.6898706e-01 6.8988554e-02 4.1148309e-03]"
detected_faces\884_face0.jpg,Southeast Asian,Asian,Male,3-9,"[2.0187754e-04 6.6746009e-04 6.2849214e-03 4.3265027e-01 5.5366349e-01
 6.4594420e-03 7.2561044e-05]",[2.8749695e-04 3.7672734e-04 9.9704748e-01 2.2883660e-03],[0.8308073  0.16919273],"[6.89827502e-02 9.10603881e-01 1.97098218e-02 5.67833078e-04
 1.07424145e-04 2.38770517e-05 2.25643475e-06 1.68508768e-06
 4.03975974e-07]"
detected_faces\885_face0.jpg,Black,Indian,Female,60-69,"[1.1408625e-05 7.2953123e-01 2.9547309e-04 2.8786935e-05 2.5253491e-03
 2.6646909e-01 1.1386536e-03]",[1.1089471e-05 5.3999636e-02 4.9053170e-03 9.4108397e-01],[0.00677193 0.9932281 ],"[3.3109320e-06 1.9051925e-04 1.0188507e-03 9.8575838e-03 5.9410945e-02
 1.2269571e-01 2.8346905e-01 3.9282161e-01 1.3053238e-01]"
detected_faces\886_face0.jpg,White,White,Female,30-39,"[0.57503164 0.02358691 0.15482643 0.01169248 0.00629975 0.00759712
 0.22096565]",[0.9692282  0.00578785 0.02319556 0.00178828],[0.03023458 0.9697655 ],"[7.9593920e-05 1.4106069e-03 1.8700773e-02 1.9860099e-01 3.7724584e-01
 2.9624781e-01 9.5628552e-02 1.1418067e-02 6.6769100e-04]"
detected_faces\887_face0.jpg,Southeast Asian,Asian,Male,20-29,"[5.3359702e-04 5.1878742e-04 2.0550381e-02 3.3916190e-01 6.3768649e-01
 1.4798907e-03 6.9006448e-05]",[0.00429156 0.00242913 0.98702204 0.00625728],[0.95053655 0.04946347],"[1.2458183e-05 3.2994670e-03 2.8531542e-01 5.8064914e-01 1.2085734e-01
 9.6097840e-03 2.2679275e-04 2.8442008e-05 1.2081092e-06]"
detected_faces\888_face0.jpg,Black,Black,Male,10-19,"[0.00141618 0.77700174 0.04559877 0.00647456 0.03999949 0.12664042
 0.00286885]",[0.00088801 0.71119314 0.02380184 0.26411706],[0.7724184  0.22758158],"[7.0953829e-05 2.1453702e-01 7.2419101e-01 5.3489286e-02 6.9444687e-03
 7.0789899e-04 5.1982886e-05 6.4806377e-06 9.4477429e-07]"
detected_faces\889_face0.jpg,Middle Eastern,Indian,Male,30-39,"[1.6254105e-02 3.8771363e-04 6.5617740e-02 6.6964341e-05 5.4106023e-04
 1.3356186e-01 7.8357059e-01]",[8.7957673e-02 2.6910594e-03 3.1243279e-04 9.0903884e-01],[9.999297e-01 7.032874e-05],"[1.33959875e-05 1.88346472e-04 8.50246288e-03 2.29208186e-01
 5.89723468e-01 1.68088287e-01 4.14517242e-03 1.26836821e-04
 3.86497641e-06]"
detected_faces\88_face0.jpg,East Asian,Asian,Female,20-29,"[1.05575688e-01 3.53901793e-04 1.25885397e-01 5.57611227e-01
 1.04064874e-01 1.52159703e-03 1.04987338e-01]",[9.2215173e-02 1.1110891e-04 9.0551043e-01 2.1632712e-03],[0.0163415  0.98365855],"[2.5055945e-04 1.5223896e-02 1.0572108e-01 6.8209928e-01 1.8105036e-01
 1.4193532e-02 1.2396455e-03 2.0952914e-04 1.2063970e-05]"
detected_faces\890_face0.jpg,White,White,Male,50-59,"[9.3299329e-01 1.2129627e-04 6.6184993e-03 6.1090715e-05 1.5448178e-04
 6.0138595e-03 5.4037496e-02]",[0.80079556 0.01039528 0.00170013 0.18710902],[9.9997228e-01 2.7687956e-05],"[1.9075169e-06 4.6126956e-06 1.2168222e-04 3.9379779e-04 1.2570712e-02
 2.4680418e-01 6.9156510e-01 4.7634322e-02 9.0363214e-04]"
detected_faces\891_face0.jpg,White,White,Female,20-29,"[5.5437338e-01 1.1987518e-04 5.6380816e-02 7.9169852e-04 9.1234635e-04
 4.1140495e-03 3.8330784e-01]",[9.9764144e-01 1.7126549e-05 4.7708960e-04 1.8642601e-03],[0.08573837 0.91426164],"[8.6807870e-07 8.3564242e-05 2.7637416e-02 5.4554302e-01 3.8448757e-01
 4.1116890e-02 1.0917523e-03 3.6974307e-05 1.9752320e-06]"
detected_faces\892_face0.jpg,Indian,Indian,Male,10-19,"[0.08423655 0.0011443  0.08490605 0.01095008 0.04015534 0.66155356
 0.1170541 ]",[2.6187517e-03 1.8438228e-04 5.6722676e-03 9.9152458e-01],[0.99619174 0.0038082 ],"[3.9844153e-06 4.2392598e-03 6.0950148e-01 3.3141837e-01 4.7495399e-02
 7.0366166e-03 2.8245803e-04 2.0433967e-05 2.0657826e-06]"
detected_faces\894_face0.jpg,White,White,Male,40-49,"[6.0260582e-01 7.9544471e-04 8.5957594e-02 4.7777653e-06 2.4267880e-05
 3.4044262e-02 2.7656788e-01]",[8.6006743e-01 8.6895976e-04 5.9760601e-05 1.3900383e-01],[9.9997926e-01 2.0759535e-05],"[5.6837411e-07 2.0004099e-06 1.8739345e-04 4.0612243e-02 4.5818883e-01
 4.6815956e-01 3.2356717e-02 4.8606464e-04 6.6227512e-06]"
detected_faces\895_face0.jpg,Southeast Asian,Asian,Female,20-29,"[0.10532188 0.00924913 0.27127537 0.21024303 0.3749991  0.00380779
 0.02510364]",[0.14118142 0.00328401 0.85424864 0.00128595],[0.00122029 0.99877965],"[2.2999450e-06 1.9599880e-04 5.0186902e-02 5.7829738e-01 3.3997506e-01
 3.0618561e-02 7.0542126e-04 1.7882705e-05 3.7846326e-07]"
detected_faces\896_face0.jpg,Middle Eastern,White,Male,40-49,"[2.7655127e-02 7.3748181e-04 1.3520917e-02 2.8356986e-05 9.3012677e-05
 5.4402924e-03 9.5252478e-01]",[0.9707814  0.0070418  0.00105168 0.02112523],[9.999199e-01 8.006052e-05],"[9.85487168e-06 3.55151496e-05 5.16522385e-04 4.22016159e-02
 4.06344831e-01 4.76091027e-01 7.22821653e-02 2.40708818e-03
 1.11391404e-04]"
detected_faces\897_face0.jpg,Black,Black,Female,30-39,"[8.7722110e-06 9.9971586e-01 1.8906918e-04 2.3612263e-06 1.5863197e-05
 5.8916256e-05 9.0025051e-06]",[1.2972804e-05 9.9991429e-01 4.2937747e-05 2.9732199e-05],[0.11864198 0.881358  ],"[1.40812153e-05 7.80923816e-04 2.46134475e-02 3.07732850e-01
 4.32702005e-01 2.05039009e-01 2.77142450e-02 1.30092807e-03
 1.02427635e-04]"
detected_faces\898_face0.jpg,Middle Eastern,White,Male,3-9,"[6.2814251e-02 1.9826481e-04 1.1813672e-01 4.7952347e-04 7.5122603e-04
 2.3042038e-02 7.9457796e-01]",[0.8369575  0.00698979 0.00503432 0.15101843],[0.9982158  0.00178421],"[1.5195829e-03 9.1032660e-01 8.6857133e-02 5.1538629e-04 4.3475506e-04
 3.0440290e-04 3.4447272e-05 7.2250382e-06 4.7525694e-07]"
detected_faces\899_face0.jpg,White,White,Male,30-39,"[9.9440265e-01 5.0543626e-06 1.6672219e-04 1.2412494e-06 4.9015675e-06
 1.7254202e-05 5.4020821e-03]",[9.9944037e-01 3.6386223e-04 1.8277999e-05 1.7744540e-04],[9.999345e-01 6.549839e-05],"[2.2797847e-08 6.7462202e-07 2.0288854e-04 1.1840701e-01 8.0197561e-01
 7.8741968e-02 6.6639564e-04 5.0774875e-06 3.4025771e-07]"
detected_faces\89_face0.jpg,Latino_Hispanic,Black,Male,30-39,"[0.11201917 0.07253864 0.533061   0.02402928 0.1256724  0.07106548
 0.06161409]",[0.27520388 0.36997065 0.03976502 0.31506044],[9.999921e-01 7.860072e-06],"[1.3078372e-07 2.0920804e-06 1.2459329e-03 2.5848064e-01 6.2504327e-01
 1.1100498e-01 4.1419757e-03 7.9074001e-05 1.9380568e-06]"
detected_faces\900_face0.jpg,Middle Eastern,White,Female,30-39,"[2.5331342e-01 5.1537645e-03 4.3889061e-02 5.2278122e-04 1.6568431e-03
 7.8157960e-03 6.8764830e-01]",[0.74650574 0.14743765 0.0609346  0.04512202],[0.00307015 0.9969299 ],"[4.3140128e-07 1.1092856e-05 1.8903505e-03 1.5350734e-01 4.8029819e-01
 3.0137923e-01 5.9356306e-02 3.4448057e-03 1.1226811e-04]"
detected_faces\901_face0.jpg,Black,Black,Female,20-29,"[5.7019514e-04 4.5205173e-01 6.0707882e-02 1.0974476e-03 2.4729159e-01
 2.3816064e-01 1.2053894e-04]",[1.4469778e-04 9.3759125e-01 2.6345113e-03 5.9629600e-02],[5.4503628e-04 9.9945503e-01],"[5.6075084e-08 1.5837169e-04 1.0858275e-01 8.3475792e-01 5.5926893e-02
 5.7120068e-04 2.7626538e-06 5.9978881e-08 1.8607179e-09]"
detected_faces\902_face0.jpg,Southeast Asian,Asian,Male,10-19,"[1.2493151e-04 1.2769313e-02 3.5563153e-03 2.0539747e-01 7.7679318e-01
 1.3384513e-03 2.0321142e-05]",[1.2274459e-04 1.6989639e-02 9.7310638e-01 9.7812060e-03],[0.9123883  0.08761163],"[2.2231524e-04 4.3570542e-01 4.9994081e-01 5.2224636e-02 1.0012043e-02
 1.6783270e-03 1.5838002e-04 4.1411047e-05 1.6609540e-05]"
detected_faces\903_face0.jpg,White,White,Male,40-49,"[9.0097672e-01 7.9155353e-07 1.0679610e-04 1.0268880e-05 8.5880911e-06
 3.2348664e-05 9.8864459e-02]",[9.9962413e-01 4.7288067e-06 4.2247837e-05 3.2893024e-04],[9.9995923e-01 4.0754236e-05],"[1.7278584e-06 5.0327376e-06 2.8625701e-04 2.1642465e-02 3.8306341e-01
 5.5693310e-01 3.7299443e-02 7.3758449e-04 3.1062904e-05]"
detected_faces\904_face0.jpg,East Asian,Asian,Male,20-29,"[0.07155853 0.00379934 0.16761325 0.33616412 0.33425778 0.01772153
 0.06888548]",[0.00934562 0.0022393  0.97937703 0.00903803],[9.991961e-01 8.039201e-04],"[5.3703207e-06 9.8833589e-05 2.3296738e-02 6.4506459e-01 3.0789131e-01
 2.2565646e-02 9.9471339e-04 8.0135149e-05 2.6875082e-06]"
detected_faces\905_face0.jpg,Indian,Indian,Male,30-39,"[6.1139289e-02 2.6371958e-02 3.0681100e-01 3.3832842e-04 3.0702709e-03
 3.4174272e-01 2.6052642e-01]",[0.00447263 0.08851992 0.00512797 0.9018795 ],[9.9994582e-01 5.4224223e-05],"[3.4611774e-06 5.7512921e-06 5.6976674e-04 6.5434314e-02 5.9862912e-01
 3.2002062e-01 1.4708830e-02 6.0052198e-04 2.7652024e-05]"
detected_faces\906_face0.jpg,Southeast Asian,Asian,Female,30-39,"[3.5226153e-04 1.7393252e-03 4.6242224e-03 4.3419862e-01 5.5568600e-01
 3.1243307e-03 2.7522669e-04]",[5.6931976e-04 1.3012495e-02 9.7128874e-01 1.5129468e-02],[0.03793572 0.9620643 ],"[1.2740215e-05 2.1777811e-04 4.1568698e-03 7.5569957e-02 4.3487325e-01
 3.7850365e-01 9.6158631e-02 1.0064514e-02 4.4266719e-04]"
detected_faces\907_face0.jpg,East Asian,Asian,Male,30-39,"[7.9357453e-02 4.0767929e-05 3.2469508e-01 3.7126809e-01 2.0956479e-01
 1.6867204e-03 1.3387090e-02]",[2.0756291e-02 1.5013423e-04 9.7742254e-01 1.6709808e-03],[9.9979126e-01 2.0871914e-04],"[1.7311941e-06 4.4935612e-05 7.7608596e-03 3.5666358e-01 5.9146011e-01
 4.3486673e-02 5.6420563e-04 1.7667420e-05 2.3452864e-07]"
detected_faces\908_face0.jpg,Middle Eastern,White,Female,20-29,"[9.4278581e-02 1.2339720e-04 9.9694263e-03 1.6953676e-03 9.1055338e-04
 3.5178186e-03 8.8950485e-01]",[0.8059717  0.02689093 0.04152571 0.12561174],[0.0893307  0.91066927],"[3.7596978e-06 1.5945592e-03 1.4539565e-01 6.8144166e-01 1.6306908e-01
 8.3473232e-03 1.3825593e-04 8.0798427e-06 1.6488876e-06]"
detected_faces\90_face0.jpg,Middle Eastern,Indian,Male,50-59,"[1.33841828e-01 1.99377853e-02 2.31841624e-01 9.73862698e-05
 5.74310310e-04 1.10632494e-01 5.03074586e-01]",[0.04271806 0.18123208 0.01572198 0.76032794],[9.9940342e-01 5.9656665e-04],"[4.7178464e-06 8.1855824e-06 1.3892927e-04 1.8065007e-03 4.5689423e-02
 3.7841299e-01 5.3015083e-01 4.2270590e-02 1.5178934e-03]"
detected_faces\910_face0.jpg,East Asian,Asian,Female,20-29,"[1.5737897e-03 2.6884797e-04 5.8538833e-04 9.4770801e-01 4.9742062e-02
 4.2470703e-05 7.9423196e-05]",[3.9673917e-04 3.2788573e-03 9.9629045e-01 3.3953773e-05],[0.20365396 0.79634607],"[2.09931113e-06 7.26165250e-04 1.07996099e-01 8.35016310e-01
 5.29749170e-02 3.12891742e-03 1.19527365e-04 3.23006534e-05
 3.60885588e-06]"
detected_faces\911_face0.jpg,Black,Black,Male,20-29,"[9.2046394e-04 9.9717486e-01 1.5434212e-03 9.3940253e-06 2.4748486e-05
 9.4666022e-05 2.3244196e-04]",[3.2974189e-04 9.9949330e-01 7.3298463e-05 1.0364616e-04],[0.99132 0.00868],"[9.6765752e-06 6.8993220e-04 5.2005868e-02 5.9642434e-01 3.1680301e-01
 3.1714946e-02 2.1173130e-03 1.9486684e-04 4.0062951e-05]"
detected_faces\912_face0.jpg,Indian,Indian,Male,3-9,"[0.00517264 0.01825378 0.30019262 0.00203112 0.01847296 0.63604075
 0.0198361 ]",[0.00907238 0.02432124 0.1283969  0.8382095 ],[0.834193   0.16580701],"[2.6632831e-03 8.2587171e-01 1.6876791e-01 1.9976019e-03 5.7338475e-04
 1.1898395e-04 5.9156496e-06 9.8765770e-07 1.5156293e-07]"
detected_faces\913_face0.jpg,Latino_Hispanic,Asian,Male,20-29,"[0.05348678 0.00312986 0.53562963 0.11668128 0.14110696 0.02045917
 0.12950625]",[0.17746809 0.10303893 0.4342921  0.2852008 ],[0.9953247  0.00467534],"[1.5153090e-07 8.1713675e-05 9.3590304e-02 8.7059599e-01 3.5464890e-02
 2.6575263e-04 1.1345867e-06 7.0658722e-08 5.1565552e-09]"
detected_faces\914_face0.jpg,White,White,Male,50-59,"[9.3157870e-01 1.5345687e-06 2.5973122e-03 1.5016464e-03 1.4123344e-04
 1.9305343e-04 6.3986517e-02]",[9.7250795e-01 3.5871584e-05 1.4235439e-02 1.3220738e-02],[9.9998271e-01 1.7316232e-05],"[1.8974014e-06 4.2412098e-06 7.4420485e-04 2.4162461e-03 2.3298623e-02
 3.0820501e-01 6.2258273e-01 4.2495620e-02 2.5137339e-04]"
